activities,content_type,creation_time,id,is_branded_content,lang,link_attachment.caption,link_attachment.description,link_attachment.link,link_attachment.name,match_type,mcl_url,modified_time,multimedia,post_owner.type,post_owner.id,post_owner.name,post_owner.username,shared_post_id,statistics.angry_count,statistics.care_count,statistics.comment_count,statistics.haha_count,statistics.like_count,statistics.love_count,statistics.reaction_count,statistics.sad_count,statistics.share_count,statistics.views,statistics.views_date_last_refreshed,statistics.wow_count,surface.type,surface.id,surface.name,surface.username,text
,photos,2025-01-27T13:00:15+00:00,970375891728675,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/970375891728675/,2025-02-02T10:10:45+00:00,"[{""id"":""1136024961518318"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsy-Fk8lw25M3rh6xVUkbfch6kIla78NpJLEFcu1IJAbpsXuafv104Z7OixEptTZ1trOpN4IUcluKaOeKTTpAUT2erYzLTBikvrulzQnv-ggaLDp1HxypwMn_ZAaYrMQfVYSMj6HCj5B1_pFeywew""}]",page,1555246815243984,DieBasis,diebasispartei,,2,0,12,2,65,1,70,0,12,2359,2025-01-31,0,page,1555246815243984,DieBasis,diebasispartei,"💼✋ Wirtschaftswarntag am 29.1.: Stoppt den Bürokratie-Irrsinn!

🚨 Die Wirtschaft steht still, Millionen Arbeitsplätze sind bedroht. Daher hat ein überparteiliches Aktionsbündnis für den 29. Januar zu einem deutschlandweiten ""Wirtschaftswarntag""aufgerufen.  Rund 100 Verbände und Initiativen wollen dafür allein vor dem Brandenburger Tor demonstrieren.

💡 Weniger Bürokratie, fairere Steuern und tragbare Sozialabgaben sind dringend nötig, um Unternehmen wieder Luft zum Atmen zu geben!

Mehr Informationen: https://www.wirtschaftswarntag.de/

🟩🟩🟦🟦🟥🟥🟧🟧

✅ dieBasis setzt auf Entkoppelung von Staat und Wirtschaft nach dem Prinzip der Sozialen Dreigliederung: Bürgerbeteiligung und Mitbestimmung für eine zukunftsorientierte Wirtschaftspolitik. Zusammen können wir einen zukunftssicheren Wirtschaftswandel gestalten – mit Verantwortung für alle!

Mehr Informationen: http://diebasis.de/bundestagswahl-2025

#diebasis #Wirtschaftswarntag #ZukunftGestalten #Bürgerkabinett #bundestagswahl #btw2025"
,albums,2025-01-27T12:36:54+00:00,28389312310712748,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/28389312310712748/,2025-01-27T12:36:54+00:00,"[{""id"":""1803278800525300"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsHbpreqouXSBxV34UWPyHmQq6y550Achw97J6DzEybEbJBnNjxic35Yw0HX6Wz3G8SU-mzMcDlnHx0tZB7LuEyCW9M1UJSdOuG061AithTJySkEUjJhWgHvTKO5eZA3FwQggXtgdZKOOn9wxcb6Q""},{""id"":""1305239054053409"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsclwUriiAE3ZGobeA3agXfEItU_qB1QMAN3aAn6pO2JS_BCyrSgxf22FXTX49eoWtPtkBV82UzvUirtgUN6Fc2putmeT4lk90UlbFVyPhWr9QPLInWhOxzztuWtihjENmg0bez-xJJsr78mlnDrQ""}]",page,7562946647096631,WerteUnion,WerteUnionFoerderverein,,0,0,24,1,162,0,163,0,33,4584,2025-02-01,0,page,7562946647096631,WerteUnion,WerteUnionFoerderverein,"80 Jahre Auschwitz-Befreiung: Anlass, innezuhalten und der Opfer zu gedenken.

Aber vor allem Anlass, die Landesinnenminister und den Regierenden CDU-Bürgermeister Berlins aufzufordern, den vorwiegend radikalislamischen Judenhass auf den Straßen zu unterbinden: Wasserwerfer statt Wegschauen, Durchgreifen statt Duldung!"
,photos,2025-01-27T12:09:36+00:00,1152634256235500,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1152634256235500/,2025-01-27T20:15:53+00:00,"[{""id"":""601316179336379"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu9UKUjjxuMnF_Ye0k7r8kSk_6ywSxdDKQQuVzZ-bElNvv8I7AA0sQocUYgf5TUljdHILd6oDmPdVaPiCLWYRJtwlKzrLAnr19wT-0FCHYYDfFYCkdpcNOK1o432zfaVuFsTcDx8JatLSccLTF3""}]",page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,,17,0,661,193,901,11,1131,1,61,21610,2025-02-01,8,page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,"Es braucht endlich einen grundlegenden Kurswechsel in der Migrationspolitik! Deutschland ist durch die unkontrollierte Zuwanderung überfordert. Wir wollen die Kontrolle über die Migration zurückgewinnen. Wir wollen die illegale Migration stoppen! Unser bayerischer Innenminister Joachim Herrmann macht klar: „Wir müssen den Neuzugang von Flüchtlingen nach Deutschland massiv reduzieren.“"
,,2025-01-27T12:06:46+00:00,4034231106811299,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/4034231106811299/,2025-01-27T12:06:46+00:00,,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,,1,0,30,0,90,6,97,0,0,3374,2025-01-31,0,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,
,photos,2025-01-27T12:05:15+00:00,578171425045531,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/578171425045531/,2025-01-27T19:55:22+00:00,"[{""id"":""3395382013930100"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu0S13rXY1ctHeg1XyONl8vXzteovWrij_oh8moP5_4jglZuFIMRMULGgvvZZpQWmH7Z6yHKt0mMerWnuJydg6UD7XRwz3GYS3stYsSGoRc52L8ooUCNs8MeK1M1gdbqeT_m2hCiQnc0ffVHmaS0Q""}]",page,1470073607123160,AfD,alternativefuerde,,23,0,1597,49,6601,37,6713,2,1251,137912,2025-02-01,1,page,1470073607123160,AfD,alternativefuerde,"CDU-Wahlkampf-Show ist keine Lösung: Zeit für eine ECHTE Migrationswende!

Noch immer steht unser Land erschüttert vor den Messermorden in Aschaffenburg: Ein polizeibekannter und ausreisepflichtiger Afghane ermordete einen zweijährigen Jungen und einen 41-jährigen Mann, der schützend eingreifen wollte. In einer solchen Situation auch nur auf den Gedanken zu kommen, parteipolitische Spielereien zu treiben, verbietet sich. Doch genau in diese Kategorie gehört die Verhaltensweise der CDU bezüglich der beiden Entschließungsanträge, die die Merz-Partei in dieser Woche auf Druck der AfD in den Bundestag einbringen will.

Anstatt einen Gesetzentwurf für eine klare Migrationswende vorzulegen, beschränkt sich die CDU auf einen bloßen Entschließungsantrag. Das Problem dabei: Während ein Gesetzentwurf bindende Wirkung für die Bundesregierung hätte, handelt es sich bei einem Entschließungsantrag nur um eine unverbindliche Aufforderung. Doch wer hat ernsthaft das Vertrauen, dass ausgerechnet die rot-grüne Rest-Ampel sich an solche unverbindlichen Forderungen halten wird? Schließlich kann es für Habeck und Scholz gar nicht genug Massenmigration geben, wie auch die jüngsten Beschlüsse zum Familiennachzug beim Bundesparteitag der Grünen bestätigten. Zusätzlich hat die Union in ihre Antragsbegründung einen themenfremden Absatz eingefügt, der mit Unterstellungen gegen die AfD polemisiert. 

Deutlicher konnte es also nicht werden: Es geht der CDU nicht um die Sache – diese Partei hat auch nach den Messermorden von Aschaffenburg nicht verstanden, in welcher dramatischen Lage sich unser Land befindet. Die AfD wird sich an diesen verantwortungslosen CDU-Spielereien kein Beispiel nehmen, sondern vernünftigen Anträgen selbstverständlich zustimmen. Klar ist aber auch: Einzelne unverbindliche Entschließungsanträge sind noch keine Migrationswende. Die CDU hätte seit mehr als zehn Jahren längst handeln können und hat die Bürger immer wieder betrogen! Einen Stopp der Massenmigration und die konsequente Abschiebung von kriminellen und vollziehbar ausreisepflichtigen Migranten gibt es daher nur mit der AfD."
,videos,2025-01-27T11:45:59+00:00,4030950077190280,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/4030950077190280/,2025-01-31T19:46:08+00:00,"[{""id"":""4030950077190280"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvtyCST0ijfZ5s-nyeYccj_-GOQ2orIALQ0OmKAWwHceDeHiQZFMka1RrXzEVP6IqVyk3ZlBDY9yEZ7I92l1ch0md8KAVilSbnvr0uKmZgGrHFFOaToaKBg7BTMoVPX1wzUb80Zf-fiZTSj_8M5Dw""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,2,0,2,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,photos,2025-01-27T11:11:14+00:00,559005477094945,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/559005477094945/,2025-01-29T18:59:28+00:00,"[{""id"":""1804278490404976"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZv-CQW-VaCw-d88KkcZgs6Bw9e5R2JMm6oDkDXCSoqK2_a5dgxvrfPbdpYqkNnCsVh0aBcg3c4mVir5Alx9CChwMyEgHW4R7aPuN4zzSbuAwZoJTom0ebXvb6CwJkk6elndY-FaQxTKBKz6ulvU_g""}]",page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,,10,0,150,33,586,82,715,3,86,16621,2025-02-01,1,page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,"Zum internationalen Gedenktag an die Opfer des Holocaust."
,videos,2025-01-27T11:01:34+00:00,414864818314847,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/414864818314847/,2025-02-04T04:05:12+00:00,"[{""id"":""414864818314847"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZt4d8LhVYuajNro2979pzuRONtQNm6Co0sS34PI4V3jmDaYaTQKE4eSmg9dlpCgg0oQb_v5wRctrfeJuV7IyYAxJIkx3WXZ_CsqMcwTfUQHra6oBp1VFqbUvMkqOQtGeo9GJc0Gr7eHQmXL_Xny""}]",page,880355130153678,"Friedrich Merz",MerzCDU,,140,0,625,92,503,24,763,4,35,19441,2025-02-01,0,page,880355130153678,"Friedrich Merz",MerzCDU,"Pressekonferenz mit Friedrich Merz und Carsten Linnemann"
,photos,2025-01-27T11:00:14+00:00,1321503385553057,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1321503385553057/,2025-01-29T15:30:24+00:00,"[{""id"":""643220818377371"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtlWv--UxNzQlFXHjnXtSEXvwqbs3t9VfbbP_MvJpRVgd6hiKQ1yBh2gXtVYKiu7dF19aslY_lK31O0AvuyXEseIpF_pmC83Wtx9n3Ol8Wv8YQMh4WlsT33r7tV7E7dsgLS9v0Fyq85dCaoM_qA""}]",page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,,0,0,9,0,88,0,101,13,40,2318,2025-02-01,0,page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,"Gedenktag an die Opfer des Holocaust

Heute jährt sich zum 80. Mal die Befreiung des Konzentrationslagers Auschwitz-Birkenau, wo allein 1,1 Millionen Menschen ermordet wurden. Der heutige Holocaust Gedenktag soll die Erinnerung an den beispiellosen Massenmord der Nationalsozialisten an der Juden Europas wachhalten und wird wahrscheinlich einer der letzten Gedenktage mit lebenden Zeitzeugen sein.

Der Gedenkspruch „Nie wieder“ gilt allen Opfern des Holocaust - Juden, Christen, Sinti, Roma, Menschen mit Behinderung, Homosexuelle, Widerstandskämpfer.

Wir erinnern an die über 6 Millionen Menschen, die dem Holocaust zum Opfer gefallen sind."
,photos,2025-01-27T10:57:03+00:00,594579770033392,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/594579770033392/,2025-02-04T00:04:04+00:00,"[{""id"":""1797403461056627"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtMSgR1DbHJlwFeT3SEoPMSSOzFv-a3P8drcEurBXz-W2mEHKWtb1Zp8PuK7uFkTGhnneNrBb_SGRf-qWhvEohTQNgNucz6LW68iCnd5XK4DmS3JJ-IikbnL801MxEVNqRpa1Ml-In9A9VPHjBKvQ""}]",page,1459050451333572,CDU,CDU,,39,0,363,77,382,8,509,2,38,18666,2025-02-01,1,page,1459050451333572,CDU,CDU,"Ab 12 Uhr, live aus dem Konrad-Adenauer-Haus: Pressekonferenz von Friedrich Merz und Carsten Linnemann im Anschluss an die Gremiensitzungen. Hier live dabei sein: https://www.cdu.de"
,photos,2025-01-27T10:55:33+00:00,1174015814419608,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1174015814419608/,2025-01-28T07:38:41+00:00,"[{""id"":""1324473832027481"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsDWD0X3rsx4ZaJfukwn0EP-YBX4veeb9_8phXmy_37KLE4FscnP5jgWf2ASFaVnPABq5c2aZfN4DGNgeEm28jWSPubeSOZGT4j3fTajYcBzynvXcGy8h4FXZKDp0AtR-Y9f_oOEXJKsyN7wcoDjg""}]",page,6637669279642279,"Sahra Wagenknecht",sahra.wagenknecht,,24,0,1522,138,4032,147,4350,4,403,163315,2025-02-01,5,page,6637669279642279,"Sahra Wagenknecht",sahra.wagenknecht,"NEIN zu Krieg und Vertreibung! 
Waffenexporte in Kriegsgebiete stoppen

Statt in der Ukraine für einen schnellen Waffenstillstand zu sorgen, will US-Präsident Trump nun schwere Bomben an Israel liefern. Außerdem unterstützt er die Pläne der in Teilen rechtsextremen israelischen Regierung zur „ethnischen Säuberung“ des Gazastreifens. Offenbar stören die Palästinenser, wenn es darum geht, aus der Ausbeutung von Gasfeldern an der Küste von Gaza Profit zu schlagen. Wir sagen nein zu dieser räuberischen Kriegs- und Vertreibungspolitik! Wir sagen nein zu Waffenexporten in Kriegsgebiete! Wer Fluchtursachen bekämpfen will, der muss verhindern, dass deutsche Waffen in die Hände von Kriegsverbrechern oder Diktatoren gelangen."
,photos,2025-01-27T10:45:07+00:00,1522905338382446,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1522905338382446/,2025-01-27T16:09:09+00:00,"[{""id"":""956510743108021"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtIKDwqVR0597OU0ezO0XilqjOd8_Hc5x-fjyzjsijAx4O8PNyBpm6Hrr_XAVgR0TDTmxFFYV2NbbAXeVI7AsZVaXVc-zKdab1QaD77f1P2stasCdOFDnoGOKDsxrw19dIaFRLC51sMovM8fQSj""}]",page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,,799,0,801,29,687,2,1549,20,332,38106,2025-02-01,12,page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,"Völlige Realitätsverweigerung bei den Grünen! Unser Generalsekretär Martin Huber macht klar: ""Anstatt Migration zu begrenzen, wollen die Grünen sogar eine Ausweitung. Das gefährdet den Frieden in unserem Land und zeigt: die Grünen haben Null Bezug zur Realität und leben in einem Paralleluniversum. Deutschland ist von der Migration überfordert. Wir brauchen eine strikte Begrenzung. Das sieht auch ein großer Teil der Bevölkerung so.“"
,photos,2025-01-27T10:16:05+00:00,1456412581733672,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1456412581733672/,2025-01-27T12:27:22+00:00,"[{""id"":""584834997516980"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtWtdXM0ar4ZIHLA29-ke4HYngK4DlhM8m2bB4zfAwt9ZnBAKd6oTjty-_1wL7mMCB5Y_AlcYUuPEKTW-rh0rltNz4F7b-EMDJic6iaqvfsb64TpUOGr3Aq5D0rF_Fw-tHOVcNiyfI5nGm7fAzd""}]",page,320290480623589,SPD,SPD,,6,0,430,23,623,68,746,24,217,18965,2025-02-01,2,page,320290480623589,SPD,SPD,"Vor 80 Jahren wurde Auschwitz befreit.

Am internationalen Holocaust-Gedenktag und dem deutschen Gedenktag für die Opfer des Nationalsozialismus erinnern wir an die Ermordeten. Die Erinnerung an sie bedeutet für uns: Kämpfen. Gegen jeden Faschismus und jede Menschenfeindlichkeit. Damit so etwas nie wieder geschieht, dürfen wir auch nie wieder vergessen.

 #weremember #holocaustmemorialday"
,videos,2025-01-27T10:11:58+00:00,2052162611916766,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/2052162611916766/,2025-01-28T08:58:27+00:00,"[{""id"":""636197368937456"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu0fCwT2s-w6rBSmtICefRLpVPqK0c6LG4C0w0A9gKNGrCFEAvHAelEJScHLqcFs9HCdoa3bMVJc-a1aB1sA6vOB71_GD3iVPwhwjZBh7zdJXYvdEPhoa7Adu9Pt2BnHZywlY_m-lZIIcvBdqcw""}]",page,2590514261105616,FDP,FDP,,13,0,128,50,573,3,643,0,103,226085,2025-02-01,4,page,2590514261105616,FDP,FDP,"Heute vor fünf Jahren wurde der erste Corona-Fall in Deutschland bestätigt. In der folgenden Pandemie wurden viele Grundrechte eingeschränkt. Diese in Teilen unverhältnismäßige Eingriffe in unsere Freiheiten müssen aufgearbeitet werden! Wir Freie Demokraten fordern deshalb eine Enquete-Kommission zur kritischen Aufarbeitung der Corona-Pandemie."
,videos,2025-01-27T09:48:15+00:00,1288499648867903,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1288499648867903/,2025-01-27T10:12:43+00:00,"[{""id"":""2648079065393613"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsWOZoXwVGYzsYpC0osn4VN0GCBOrxQ5cqwiV5cAgjwMFs4pJyvINs-_7O_IQObjU8Ov3boS54a6DGLwFKILzqK9ZvWq8mCdWtyEqy04PW3ll3x6OPJNcgsLrzzFz0hHbEBJkG6cst1Ia1_5keo6A""}]",page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,,15,0,156,46,301,1,365,2,61,8877,2025-02-01,0,page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,"Unser Spitzenkandidat zur Bundestagswahl Alexander Dobrindt mit klaren Worten im Bericht aus Berlin: Es geht darum, das Richtige zu tun. Wir müssen die #Migrationspolitik wieder vom Kopf auf die Füße stellen!"
,photos,2025-01-27T09:26:00+00:00,1174163330896403,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1174163330896403/,2025-02-02T20:57:30+00:00,"[{""id"":""3809738562669852"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvTUhvXoCjt0YMmhbLZT3GP3ezTwTN_qnDr9UK43vFdkbwGGaFfNMs3iHqjBbSiUf6mrozYSOTvybtaKtqUQnJd02gpQOkmxb_t6nd1Pky0zwADwkwLCdMBzFY7q776Kg2Bxd9EIpQJ26_aOec2cg""}]",page,1459050451333572,CDU,CDU,,42,0,1206,249,1809,23,2137,7,332,49404,2025-02-01,7,page,1459050451333572,CDU,CDU,"Wir brauchen einen #Politikwechsel in der Migrationspolitik. Deutschland muss endlich wieder sicher werden. 

🔗 Mehr dazu: https://www.cdu.de/aktuelles/migration/politikwechsel-in-der-migrationspolitik/"
,videos,2025-01-27T09:21:22+00:00,3581099292189033,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/3581099292189033/,2025-02-02T14:41:46+00:00,"[{""id"":""3581099292189033"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu-3cdP2pEcg5dUZwd1zJwNTCXw6tZp6Xf1HxUBx9wW2U226GmWuKCvByrj8HuqSLg4R2_zg6H8rZhfJ-yW7koFFGGQuDcJ8GiO6FHa2w94Zbq7TZew1J5dRV08QZs76IWccQB4m3ym-44rM2rKXA""}]",page,1459050451333572,CDU,CDU,,34,0,218,58,181,9,284,1,41,13428,2025-02-01,1,page,1459050451333572,CDU,CDU,#CDU
,videos,2025-01-27T09:19:40+00:00,1317770179246239,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1317770179246239/,2025-01-27T12:29:05+00:00,"[{""id"":""1125948158728006"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvCnGQwwAwOhX8fdxu2ztMSSY7Me4QhUYE-j0zzpa0NCobWVlZ03TBU_M-WeUl68avPDQLxouvesv3rCd5EpEb49VXakl7tEqdUTKdsPgwLxx2KGglqgu4UI_sPEeRajnvOsJeJUEdLH1ViAYyjNA""}]",page,880355130153678,"Friedrich Merz",MerzCDU,,82,0,600,59,380,12,540,5,35,19660,2025-02-01,2,page,880355130153678,"Friedrich Merz",MerzCDU,"„Am heutigen Holocaust-Gedenktag, 80 Jahre nach der Befreiung von Auschwitz-Birkenau, erinnern wir uns an die unfassbaren Verbrechen der Schoah. Unsere Verantwortung heute bleibt klar: Erinnern heißt handeln. Wir bekämpfen Judenhass entschlossen und überall.“ (tm) #WeRemember"
,videos,2025-01-27T08:52:37+00:00,9080861518630212,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/9080861518630212/,2025-02-02T09:03:39+00:00,"[{""id"":""9080861518630212"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtwgvbvNx1u4E5w-9LnJoG2j59lSTzHQ4znyKDr4oV5gWcz5yf45zQqMZopVjlFcgMQ1G6jzidXv8aGhBVFAR55mMfTwgNnXlKdd9AyZis9OK9CMED6mGsO3Za835w0EXHX_1yFctPL_rWhgCLieg""}]",page,2590514261105616,FDP,FDP,,4,0,69,18,68,0,91,0,10,3514,2025-02-01,1,page,2590514261105616,FDP,FDP,"🔴LIVE: FDP Pressekonferenz mit Dr. Marco Buschmann"
,videos,2025-01-27T08:19:14+00:00,1828704781000562,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1828704781000562/,2025-01-27T09:14:40+00:00,"[{""id"":""629236899521276"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZt-quP26YMSL9TptoaEV-pG1IgE3vBwCn2hy-dd5kx5-nw-iW7hBJWIgklRCmIhBhrbb6HBNxBp-kZRBAf24tiU3sfWgTwRFoT2ZFz5EThWJuTr_R5CFzb76DMKjM6b98CVyum9ZlwewmYk9wEu""}]",page,1555246815243984,DieBasis,diebasispartei,,1,0,4,2,40,0,45,2,12,1597,2025-01-31,0,page,1555246815243984,DieBasis,diebasispartei,"Uli Masuth ist Komponist, Wahl-Weimarer, spielt Klavier und ist Mitglied der dieBasis. Bis Ende 2024 war er als Kabarettist aktiv, zuletzt mit seinem Programm „LÜGEN und andere WAHRHEITEN“.

Heute seine Einschätzung zur Meinungsfreiheit in den öffentlich-rechtlichen Medien:

„Wenn du Künstler bist im Fernsehen ... und Sachen sagen würdest, die dem Sender oder der Regierung nicht passen, dann bist du weg vom Fenster.“

🟩🟩🟦🟦🟥🟥🟧🟧

💡Am 23.02. dieBasis für Meinungsfreiheit und freie Medien wählen!

👉 Unser Wahlprogramm zur Bundestagswahl: diebasis.de/wahlprogramm-2025

#dieBasis #meinungsfreiheit #örr #zensur #kunst #bundestagswahl #btw2025"
,photos,2025-01-27T08:06:07+00:00,9397841206933109,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/9397841206933109/,2025-01-27T08:39:37+00:00,"[{""id"":""2382053052149883"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvcyy8-89m2EfdYev0ooQV-HPaiN__jiplZFjSPyAZcUW2NIu36ItfpKprCRFNEGi58UP-e38WQRc7lhxCvAjkGY7ueomNpdX4YmUn6RNDBaw7hcqnsrzMflL1aPX1wP3xplKlMHEvH42gfl27Ubw""}]",page,1459050451333572,CDU,CDU,,12,0,255,6,251,0,319,50,131,13721,2025-01-31,0,page,1459050451333572,CDU,CDU,"Auschwitz darf nie vergessen werden! Am heutigen Holocaust-Gedenktag, 80 Jahre nach der Befreiung von Auschwitz-Birkenau, erinnern wir uns an das Menschheitsverbrechen der Schoah. Sechs Millionen Jüdinnen und Juden wurden ermordet – ausgelöscht von einem Regime, das Hass und Vernichtung über Europa brachte. Die Erinnerung daran darf niemals verblassen.  
 
Unsere Verantwortung heute bleibt klar: Erinnern heißt handeln. Jüdinnen und Juden sind nicht nur Teil der Geschichte Deutschlands. Sie sind Teil unserer Gegenwart. Sie sind Teil unserer Zukunft. Die CDU steht unverrückbar an der Seite der Jüdinnen und Juden und an der Seite des Staates Israel. Wir lassen uns nicht einschüchtern von Antisemiten! Wir werden jede Art von Judenhass bekämpfen - entschlossen und überall. Es ist unser aller Verantwortung, dass ein Menschheitsverbrechen wie der Holocaust sich niemals wiederholt. Und deshalb wollen wir jüdisches Leben fördern, es feiern und in der Mitte unserer gemeinsamen Gesellschaft bewahren. #WeRemember"
,photos,2025-01-27T08:00:12+00:00,1119133916192604,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1119133916192604/,2025-02-03T19:00:59+00:00,"[{""id"":""1179104306885258"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsHaVrKfKZvTsITDIyw0l98oiriVSPhsL_npU858eMPRUYSS5hB1TbNN5XM5B8kIUe83feBKL6_Sfqxvc5vKMIUQsG0ijluU3tKBP72ED9-f6YB9gN7X_ey71pQk4dchfUzaCZZ75MKEMCo481hpw""}]",page,1470073607123160,AfD,alternativefuerde,,7,0,742,23,3941,33,4005,1,360,92241,2025-02-01,0,page,1470073607123160,AfD,alternativefuerde,"Zeit, dass sich Arbeit wieder lohnt!

Arbeiten muss wieder attraktiver sein als der Bürgergeld-Bezug. Das Bürgergeld ist auf deutsche Staatsbürger und legal anwesende EU-Bürger zu beschränken.

https://www.afd.de/zeit-fuer-deutschland/?utm_source=facebook&utm_medium=social&utm_campaign&utm_content=ap_2rvhvignok"
,videos,2025-01-27T07:58:09+00:00,995770422370921,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/995770422370921/,2025-02-01T07:00:48+00:00,"[{""id"":""995770422370921"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtBcjHE1NdjBEtcucvveDhsXdGmG175Jt1UcobB2jwbUxZZCLTqeaC_GWCEfHhb7GNLJVFqLaEt0rtTdF46iy-Js2GVD85R4D9df470speYxG5GECA-NOh-W6UWsSIW-AgrAZTCg451f39dHzVV""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,1,0,1,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
